filename,label
train/0.jpg,(0+0)+9=9
train/1.jpg,9*8+6=78
train/2.jpg,1+7+0=8
train/3.jpg,5+4+9=18
train/4.jpg,7-(1*7)=0
train/5.jpg,4-1+0=3
train/6.jpg,(0*7)+0=0
train/7.jpg,(2*8)*8=128
train/8.jpg,(4+9)*4=52
train/9.jpg,3+8+8=19
train/10.jpg,(6+2)+0=8
train/11.jpg,(1*4)-8=-4
train/12.jpg,1-(0-8)=9
train/13.jpg,6+(7*2)=20
train/14.jpg,1+7*3=22
train/15.jpg,(7+2)+2=11
train/16.jpg,6*1-6=0
train/17.jpg,(6*3)*8=144
train/18.jpg,(6+5)*5=55
train/19.jpg,2-(8+0)=-6
train/20.jpg,(4-5)+9=8
train/21.jpg,8+9+8=25
train/22.jpg,4-6*5=-26
train/23.jpg,7-(8+7)=-8
train/24.jpg,3*(1+9)=30
train/25.jpg,5*9-4=41
train/26.jpg,(7*8)+3=59
train/27.jpg,(0*3)-2=-2
train/28.jpg,(9-5)*0=0
train/29.jpg,1*1*0=0
train/30.jpg,(4-5)+2=1
train/31.jpg,4-(6+3)=-5
train/32.jpg,1*2*3=6
train/33.jpg,(0*3)*0=0
train/34.jpg,8-5-6=-3
train/35.jpg,8-(1+9)=-2
train/36.jpg,1*3*5=15
train/37.jpg,3*1-9=-6
train/38.jpg,(5-2)-1=2
train/39.jpg,9+8*0=9
train/40.jpg,(7+3)+4=14
train/41.jpg,(1-8)-0=-7
train/42.jpg,7+(3-0)=10
train/43.jpg,5-(8-3)=0
train/44.jpg,(5-5)*3=0
train/45.jpg,(4-5)*3=-3
train/46.jpg,(1-8)+3=-4
train/47.jpg,7-1+5=11
train/48.jpg,3-3+3=3
train/49.jpg,(1*3)-9=-6
train/50.jpg,5-(9-6)=2
train/51.jpg,(5-2)*6=18
train/52.jpg,4*5+0=20
train/53.jpg,(6-8)+9=7
train/54.jpg,8*(6+5)=88
train/55.jpg,5+6-6=5
train/56.jpg,(0+5)+8=13
train/57.jpg,7-(7-8)=8
train/58.jpg,(0+8)*2=16
train/59.jpg,2-(4+0)=-2
train/60.jpg,(8-0)+9=17
train/61.jpg,1+(2*2)=5
train/62.jpg,3+5-2=6
train/63.jpg,9-4-5=0
train/64.jpg,(6+5)+5=16
train/65.jpg,6+7-9=4
train/66.jpg,3+(3-2)=4
train/67.jpg,8-(8+7)=-7
train/68.jpg,3+(2+5)=10
train/69.jpg,1+3*3=10
train/70.jpg,0*2-8=-8
train/71.jpg,1+(2-4)=-1
train/72.jpg,3-7+6=2
train/73.jpg,(3+4)-4=3
train/74.jpg,(0*7)+4=4
train/75.jpg,(3-2)+0=1
train/76.jpg,2-(5+4)=-7
train/77.jpg,6-3+8=11
train/78.jpg,1*(8*7)=56
train/79.jpg,3+(1*8)=11
train/80.jpg,3*8-2=22
train/81.jpg,1+9-0=10
train/82.jpg,(4+8)-3=9
train/83.jpg,(6-3)*6=18
train/84.jpg,(2*3)*9=54
train/85.jpg,9+3+7=19
train/86.jpg,8+(4+7)=19
train/87.jpg,(2-1)-0=1
train/88.jpg,5*(6-8)=-10
train/89.jpg,5+4+8=17
train/90.jpg,1+(6+3)=10
train/91.jpg,(3*0)-0=0
train/92.jpg,(0+6)-8=-2
train/93.jpg,0-(4*4)=-16
train/94.jpg,7+6*6=43
train/95.jpg,(1-7)*7=-42
train/96.jpg,(4-6)-1=-3
train/97.jpg,1+1*5=6
train/98.jpg,0+(8+8)=16
train/99.jpg,8*3*7=168
train/100.jpg,3*1*8=24
train/101.jpg,(1+6)*0=0
train/102.jpg,9+8-8=9
train/103.jpg,(7*0)+4=4
train/104.jpg,(8+9)*5=85
train/105.jpg,(0-8)*4=-32
train/106.jpg,(8+4)+0=12
train/107.jpg,5*(8-4)=20
train/108.jpg,9-(1-4)=12
train/109.jpg,1-1*2=-1
train/110.jpg,0+(2+7)=9
train/111.jpg,4*6*5=120
train/112.jpg,0-(8-9)=1
train/113.jpg,1*3*7=21
train/114.jpg,5*7+2=37
train/115.jpg,4*(6+9)=60
train/116.jpg,6+4+2=12
train/117.jpg,7+(5-7)=5
train/118.jpg,5*8+3=43
train/119.jpg,5*(5*8)=200
train/120.jpg,7+(1*1)=8
train/121.jpg,6*9+4=58
train/122.jpg,(8+9)-8=9
train/123.jpg,(1-8)-4=-11
train/124.jpg,(2+6)*9=72
train/125.jpg,1-2*0=1
train/126.jpg,4*9+9=45
train/127.jpg,7*(0*0)=0
train/128.jpg,2*(7-6)=2
train/129.jpg,3*7+3=24
train/130.jpg,6-(0*0)=6
train/131.jpg,7*(1*8)=56
train/132.jpg,0+(5-3)=2
train/133.jpg,(0*9)+8=8
train/134.jpg,2*(7-1)=12
train/135.jpg,6-(1+8)=-3
train/136.jpg,0+(9*1)=9
train/137.jpg,6+4-5=5
train/138.jpg,9*0*9=0
train/139.jpg,1*7+6=13
train/140.jpg,6*8-6=42
train/141.jpg,8+(0*4)=8
train/142.jpg,(9-3)-6=0
train/143.jpg,9-(4*3)=-3
train/144.jpg,4-5*3=-11
train/145.jpg,7+7+7=21
train/146.jpg,(1-9)+6=-2
train/147.jpg,(1*7)*4=28
train/148.jpg,(4-2)-0=2
train/149.jpg,(7+8)+1=16
train/150.jpg,5-(2+6)=-3
train/151.jpg,(6+3)+7=16
train/152.jpg,4*(5-9)=-16
train/153.jpg,0-(2-2)=0
train/154.jpg,(2-6)*2=-8
train/155.jpg,6-4+6=8
train/156.jpg,6+(1*9)=15
train/157.jpg,1+(7-3)=5
train/158.jpg,(0*5)-8=-8
train/159.jpg,3*4+0=12
train/160.jpg,1+4*2=9
train/161.jpg,1*2+2=4
train/162.jpg,(6*6)*6=216
train/163.jpg,5-1*4=1
train/164.jpg,(3*0)+0=0
train/165.jpg,5*6-0=30
train/166.jpg,9*7*3=189
train/167.jpg,8+(9+9)=26
train/168.jpg,1+7+3=11
train/169.jpg,(9+1)-9=1
train/170.jpg,6-6-8=-8
train/171.jpg,(8*6)+7=55
train/172.jpg,(9-1)+0=8
train/173.jpg,(7*0)*7=0
train/174.jpg,1-(2*4)=-7
train/175.jpg,5*(5*1)=25
train/176.jpg,(9*7)*7=441
train/177.jpg,1-(8+3)=-10
train/178.jpg,4-2*6=-8
train/179.jpg,4+8-7=5
train/180.jpg,(0*9)+9=9
train/181.jpg,3-6*7=-39
train/182.jpg,6+(6-5)=7
train/183.jpg,(1*1)*8=8
train/184.jpg,(5+3)+7=15
train/185.jpg,(5+5)+8=18
train/186.jpg,(8-6)-5=-3
train/187.jpg,3+(4*5)=23
train/188.jpg,(3+7)+2=12
train/189.jpg,9-3*4=-3
train/190.jpg,0+(2+0)=2
train/191.jpg,(3-1)*3=6
train/192.jpg,(4*9)-6=30
train/193.jpg,1*(7*5)=35
train/194.jpg,6+5*3=21
train/195.jpg,4-(5*1)=-1
train/196.jpg,(5-3)+4=6
train/197.jpg,(2-1)+8=9
train/198.jpg,1+6+0=7
train/199.jpg,9*(0-0)=0
train/200.jpg,7+2-1=8
train/201.jpg,9+(7-9)=7
train/202.jpg,4*4-3=13
train/203.jpg,6+3*7=27
train/204.jpg,4-(4*2)=-4
train/205.jpg,(0*7)*7=0
train/206.jpg,2*(8*8)=128
train/207.jpg,(3*7)-6=15
train/208.jpg,0+(0*0)=0
train/209.jpg,2-(7+7)=-12
train/210.jpg,4*(0+4)=16
train/211.jpg,(6+3)+3=12
train/212.jpg,(9-3)-3=3
train/213.jpg,5-(8-3)=0
train/214.jpg,4-(3*3)=-5
train/215.jpg,6*(8*3)=144
train/216.jpg,1-(5+3)=-7
train/217.jpg,(2*9)-3=15
train/218.jpg,6+8*4=38
train/219.jpg,(1+6)-3=4
train/220.jpg,2-1-3=-2
train/221.jpg,5-8*2=-11
train/222.jpg,8+(1+2)=11
train/223.jpg,2-(4+1)=-3
train/224.jpg,8-(0-3)=11
train/225.jpg,5-(8*3)=-19
train/226.jpg,(9-5)*4=16
train/227.jpg,4*8-0=32
train/228.jpg,9*8-3=69
train/229.jpg,2*2-3=1
train/230.jpg,(3+9)*4=48
train/231.jpg,(2*1)+1=3
train/232.jpg,(8-9)-5=-6
train/233.jpg,(8*6)*7=336
train/234.jpg,(9*5)-2=43
train/235.jpg,4+8-0=12
train/236.jpg,1*(2*3)=6
train/237.jpg,(6+5)-1=10
train/238.jpg,7*6-7=35
train/239.jpg,4*(2-0)=8
train/240.jpg,2+(7*7)=51
train/241.jpg,(7-0)+4=11
train/242.jpg,(6-6)+2=2
train/243.jpg,8-(0*9)=8
train/244.jpg,(5+3)*8=64
train/245.jpg,6-7-3=-4
train/246.jpg,2*(1*1)=2
train/247.jpg,2+(9-4)=7
train/248.jpg,0*4-0=0
train/249.jpg,5*2-1=9
train/250.jpg,6-9+4=1
train/251.jpg,(9*0)*9=0
train/252.jpg,(1-3)-9=-11
train/253.jpg,9+(4*4)=25
train/254.jpg,(2*8)+1=17
train/255.jpg,(8*0)-7=-7
train/256.jpg,0+1*8=8
train/257.jpg,4+(3-5)=2
train/258.jpg,6+8*6=54
train/259.jpg,6*7-1=41
train/260.jpg,7+(8*7)=63
train/261.jpg,7+(6*7)=49
train/262.jpg,1*7+6=13
train/263.jpg,(4+1)*8=40
train/264.jpg,7+(6*8)=55
train/265.jpg,1*(0*5)=0
train/266.jpg,(6-9)*1=-3
train/267.jpg,8+(5*5)=33
train/268.jpg,9+6*0=9
train/269.jpg,(4*0)+5=5
train/270.jpg,8-4+4=8
train/271.jpg,1-6*8=-47
train/272.jpg,7+9+0=16
train/273.jpg,5*(7*0)=0
train/274.jpg,5*8-8=32
train/275.jpg,4+1+7=12
train/276.jpg,0*3-3=-3
train/277.jpg,(1*8)-9=-1
train/278.jpg,(5*9)*4=180
train/279.jpg,8*8*1=64
train/280.jpg,(0-7)-6=-13
train/281.jpg,2*3*4=24
train/282.jpg,4+5-5=4
train/283.jpg,2*(9+5)=28
train/284.jpg,7-8*1=-1
train/285.jpg,(5*6)-1=29
train/286.jpg,6-(6*6)=-30
train/287.jpg,1+(3-5)=-1
train/288.jpg,1*5+6=11
train/289.jpg,5*2-3=7
train/290.jpg,5-4-6=-5
train/291.jpg,4*(8*2)=64
train/292.jpg,4-1-5=-2
train/293.jpg,0-(3-9)=6
train/294.jpg,(0+2)*0=0
train/295.jpg,7-(6-3)=4
train/296.jpg,4+(0+3)=7
train/297.jpg,2-(1-1)=2
train/298.jpg,(0-9)-7=-16
train/299.jpg,4+6+2=12
train/300.jpg,1*9-9=0
train/301.jpg,7+5+8=20
train/302.jpg,(7-2)-2=3
train/303.jpg,8+(2+0)=10
train/304.jpg,(0*8)+8=8
train/305.jpg,(1+1)*6=12
train/306.jpg,(0-8)-8=-16
train/307.jpg,(6*7)-5=37
train/308.jpg,9+2+2=13
train/309.jpg,3+(8-8)=3
train/310.jpg,0*(8+3)=0
train/311.jpg,0*(6*2)=0
train/312.jpg,(5*5)+8=33
train/313.jpg,2-1+3=4
train/314.jpg,0*2-8=-8
train/315.jpg,(1+0)+9=10
train/316.jpg,(1*5)-5=0
train/317.jpg,2+6*4=26
train/318.jpg,6+(1+2)=9
train/319.jpg,6-0+2=8
train/320.jpg,(3-3)-5=-5
train/321.jpg,(3-9)+6=0
train/322.jpg,(5+3)+3=11
train/323.jpg,2*(8+5)=26
train/324.jpg,(4*7)-1=27
train/325.jpg,7+(2+4)=13
train/326.jpg,2-(8+4)=-10
train/327.jpg,(4*7)-3=25
train/328.jpg,(3-4)*6=-6
train/329.jpg,(2-4)+5=3
train/330.jpg,(8*4)*7=224
train/331.jpg,(9-2)+9=16
train/332.jpg,2*(8+9)=34
train/333.jpg,3+9-5=7
train/334.jpg,9*(0+1)=9
train/335.jpg,2-(3-6)=5
train/336.jpg,3+6+1=10
train/337.jpg,(9*0)-3=-3
train/338.jpg,3+(4+1)=8
train/339.jpg,(5+0)*2=10
train/340.jpg,(5*5)+7=32
train/341.jpg,(2*2)*4=16
train/342.jpg,(3+6)-9=0
train/343.jpg,0*9+8=8
train/344.jpg,3+(9*7)=66
train/345.jpg,2*(4-9)=-10
train/346.jpg,3*2+2=8
train/347.jpg,7-1-9=-3
train/348.jpg,3+7*5=38
train/349.jpg,0*(7*2)=0
train/350.jpg,3-(2-9)=10
train/351.jpg,(1+7)+1=9
train/352.jpg,4*4*4=64
train/353.jpg,5*(8*0)=0
train/354.jpg,9*7-5=58
train/355.jpg,(6*2)*9=108
train/356.jpg,3-6*6=-33
train/357.jpg,9-3+3=9
train/358.jpg,3*0-6=-6
train/359.jpg,(8-6)-5=-3
train/360.jpg,8+4-6=6
train/361.jpg,4-8+5=1
train/362.jpg,3-1+4=6
train/363.jpg,7*(9-9)=0
train/364.jpg,6+3-0=9
train/365.jpg,0*2+4=4
train/366.jpg,(0*4)-1=-1
train/367.jpg,(1-5)-6=-10
train/368.jpg,3*8-0=24
train/369.jpg,(3-5)-8=-10
train/370.jpg,(7*1)+8=15
train/371.jpg,(1+7)-7=1
train/372.jpg,2-3*2=-4
train/373.jpg,3+4*5=23
train/374.jpg,(5+6)-2=9
train/375.jpg,(7+5)+0=12
train/376.jpg,1-(0-5)=6
train/377.jpg,8-1*3=5
train/378.jpg,4+3-1=6
train/379.jpg,2+(5+4)=11
train/380.jpg,0+(2+9)=11
train/381.jpg,(6+9)-4=11
train/382.jpg,(0*7)-3=-3
train/383.jpg,9-(3*2)=3
train/384.jpg,3*0*8=0
train/385.jpg,(1-1)*7=0
train/386.jpg,1-3+5=3
train/387.jpg,4*(3-4)=-4
train/388.jpg,3-(9+5)=-11
train/389.jpg,(6-3)+8=11
train/390.jpg,2-(6+2)=-6
train/391.jpg,3+(0+5)=8
train/392.jpg,7-(3*5)=-8
train/393.jpg,(5+2)*0=0
train/394.jpg,(0-4)*8=-32
train/395.jpg,5-9+3=-1
train/396.jpg,8*4*1=32
train/397.jpg,9+(0-8)=1
train/398.jpg,(9-1)*9=72
train/399.jpg,2*8+3=19
train/400.jpg,9*1*8=72
train/401.jpg,9+(0-1)=8
train/402.jpg,6*(9+1)=60
train/403.jpg,(3*9)+3=30
train/404.jpg,6+4*1=10
train/405.jpg,6+4*5=26
train/406.jpg,4-(0+1)=3
train/407.jpg,(9*0)+5=5
train/408.jpg,6-(5-2)=3
train/409.jpg,3*9+3=30
train/410.jpg,6+(0-3)=3
train/411.jpg,2*(7+6)=26
train/412.jpg,(6+9)*7=105
train/413.jpg,3+8-7=4
train/414.jpg,(3-2)-8=-7
train/415.jpg,8+(3+6)=17
train/416.jpg,6-2*1=4
train/417.jpg,1*(4-0)=4
train/418.jpg,4-6-4=-6
train/419.jpg,0-0-9=-9
train/420.jpg,1+4+5=10
train/421.jpg,(0+6)-5=1
train/422.jpg,2-(1*1)=1
train/423.jpg,6*3+9=27
train/424.jpg,(1*2)+6=8
train/425.jpg,(1-1)+7=7
train/426.jpg,(5+0)+5=10
train/427.jpg,5*0-6=-6
train/428.jpg,(4*8)*8=256
train/429.jpg,4*(6*5)=120
train/430.jpg,(7-2)*8=40
train/431.jpg,2*4*8=64
train/432.jpg,(0+9)*5=45
train/433.jpg,7*(2+3)=35
train/434.jpg,3+(1+9)=13
train/435.jpg,6+7+6=19
train/436.jpg,(7*4)*7=196
train/437.jpg,(7-3)-6=-2
train/438.jpg,8+(0+1)=9
train/439.jpg,0*0-3=-3
train/440.jpg,(1*9)*0=0
train/441.jpg,7*9-3=60
train/442.jpg,5*0+4=4
train/443.jpg,6*9*2=108
train/444.jpg,(8*7)+1=57
train/445.jpg,5+8+4=17
train/446.jpg,8-(1+0)=7
train/447.jpg,2-9*2=-16
train/448.jpg,(3+5)+9=17
train/449.jpg,(4-5)*6=-6
train/450.jpg,0-(7*6)=-42
train/451.jpg,(7*5)*3=105
train/452.jpg,0-4*8=-32
train/453.jpg,9-(9-0)=0
train/454.jpg,7-(0*4)=7
train/455.jpg,0*(7+6)=0
train/456.jpg,(2-3)-6=-7
train/457.jpg,(3*9)+4=31
train/458.jpg,2+(3+5)=10
train/459.jpg,5*(8+4)=60
train/460.jpg,1*(6+9)=15
train/461.jpg,(6-7)*4=-4
train/462.jpg,4+(4*5)=24
train/463.jpg,(1+3)*7=28
train/464.jpg,3-(2-2)=3
train/465.jpg,8-9*0=8
train/466.jpg,(0-1)+6=5
train/467.jpg,8-(0-9)=17
train/468.jpg,4*(6+4)=40
train/469.jpg,(3-0)-2=1
train/470.jpg,9+(1*9)=18
train/471.jpg,7+1-6=2
train/472.jpg,(1-3)+5=3
train/473.jpg,3*(4*7)=84
train/474.jpg,0*(2*1)=0
train/475.jpg,(0*6)*3=0
train/476.jpg,0*9+1=1
train/477.jpg,(7+1)-1=7
train/478.jpg,2*(7-3)=8
train/479.jpg,3*(3-4)=-3
train/480.jpg,0-(7*1)=-7
train/481.jpg,(3*1)*8=24
train/482.jpg,(3-1)-2=0
train/483.jpg,9-(8+8)=-7
train/484.jpg,(7*7)-2=47
train/485.jpg,(9*5)-0=45
train/486.jpg,8-6*0=8
train/487.jpg,0-(5+8)=-13
train/488.jpg,(0*3)*9=0
train/489.jpg,(8+1)*0=0
train/490.jpg,8*(4-0)=32
train/491.jpg,0-(8*5)=-40
train/492.jpg,(2*1)+4=6
train/493.jpg,(2*3)+6=12
train/494.jpg,6-(4-5)=7
train/495.jpg,(4+0)+9=13
train/496.jpg,3+2*7=17
train/497.jpg,4+(9*3)=31
train/498.jpg,(6+8)+3=17
train/499.jpg,(6*9)-0=54
train/500.jpg,(3-9)+1=-5
train/501.jpg,(3-1)+7=9
train/502.jpg,2*0-6=-6
train/503.jpg,5+(6+4)=15
train/504.jpg,7*(2+6)=56
train/505.jpg,(6*4)*5=120
train/506.jpg,(2-4)-3=-5
train/507.jpg,4-(6*4)=-20
train/508.jpg,5+(1+0)=6
train/509.jpg,(1+2)*0=0
train/510.jpg,(4*7)-2=26
train/511.jpg,7*(2+2)=28
train/512.jpg,2+5-9=-2
train/513.jpg,5-(2-4)=7
train/514.jpg,(2+6)-1=7
train/515.jpg,(4+5)+1=10
train/516.jpg,(2+6)-8=0
train/517.jpg,9+7+7=23
train/518.jpg,9-(4+5)=0
train/519.jpg,2*9*5=90
train/520.jpg,(1*4)*7=28
train/521.jpg,(7*5)-5=30
train/522.jpg,7-(5*3)=-8
train/523.jpg,(0*5)*6=0
train/524.jpg,1*(8*1)=8
train/525.jpg,(4+1)*4=20
train/526.jpg,0+6+2=8
train/527.jpg,7-7-5=-5
train/528.jpg,(1-8)*2=-14
train/529.jpg,(7*0)+1=1
train/530.jpg,3*8-2=22
train/531.jpg,4+(0*8)=4
train/532.jpg,5-(2-2)=5
train/533.jpg,4-3-4=-3
train/534.jpg,8+7-0=15
train/535.jpg,(5*5)-3=22
train/536.jpg,9-3*4=-3
train/537.jpg,(7*9)*2=126
train/538.jpg,(0-2)+5=3
train/539.jpg,(6-5)-5=-4
train/540.jpg,0*2+4=4
train/541.jpg,6*7+2=44
train/542.jpg,(9+2)+4=15
train/543.jpg,0*(6*9)=0
train/544.jpg,5*4+3=23
train/545.jpg,8+1+1=10
train/546.jpg,8-0+5=13
train/547.jpg,5*(0*6)=0
train/548.jpg,5*(1-2)=-5
train/549.jpg,5*(1*2)=10
train/550.jpg,4+5+4=13
train/551.jpg,1*(5-4)=1
train/552.jpg,(1+8)*5=45
train/553.jpg,(7+6)+9=22
train/554.jpg,4-6+8=6
train/555.jpg,8+5+3=16
train/556.jpg,(6-5)-0=1
train/557.jpg,6*2+9=21
train/558.jpg,2*9*6=108
train/559.jpg,(1*7)*1=7
train/560.jpg,7*4-3=25
train/561.jpg,5+(7*7)=54
train/562.jpg,(0*3)*7=0
train/563.jpg,2+(2-1)=3
train/564.jpg,(8+0)-4=4
train/565.jpg,(0+8)*3=24
train/566.jpg,5-(4-1)=2
train/567.jpg,(7+1)*1=8
train/568.jpg,2-(8*2)=-14
train/569.jpg,4-(4*2)=-4
train/570.jpg,(0+6)*7=42
train/571.jpg,8*1-8=0
train/572.jpg,(0+2)+3=5
train/573.jpg,(2-3)+1=0
train/574.jpg,(9+3)+6=18
train/575.jpg,(4*8)-2=30
train/576.jpg,(3-1)*8=16
train/577.jpg,7*2-1=13
train/578.jpg,1+4-0=5
train/579.jpg,3+(0-4)=-1
train/580.jpg,1+7*3=22
train/581.jpg,(6*0)+2=2
train/582.jpg,8+9*1=17
train/583.jpg,3*5-3=12
train/584.jpg,7-(7+6)=-6
train/585.jpg,8*(6*6)=288
train/586.jpg,3-(5*3)=-12
train/587.jpg,8+(1+4)=13
train/588.jpg,(9-3)+7=13
train/589.jpg,6+(9+6)=21
train/590.jpg,(8-7)*7=7
train/591.jpg,1*1*6=6
train/592.jpg,(1+6)*3=21
train/593.jpg,(9-9)+3=3
train/594.jpg,6-(2-1)=5
train/595.jpg,0-3*0=0
train/596.jpg,(5+1)-4=2
train/597.jpg,(5-5)*9=0
train/598.jpg,(3*9)*2=54
train/599.jpg,(4*7)-5=23
train/600.jpg,8+2*2=12
train/601.jpg,1*8-1=7
train/602.jpg,9-1-2=6
train/603.jpg,(4-2)-1=1
train/604.jpg,4-7*2=-10
train/605.jpg,9+(0*9)=9
train/606.jpg,(3*9)+9=36
train/607.jpg,0*1*0=0
train/608.jpg,(0*7)-7=-7
train/609.jpg,(1*4)*5=20
train/610.jpg,1-2*4=-7
train/611.jpg,(3*7)+6=27
train/612.jpg,(0-3)*8=-24
train/613.jpg,3+4*3=15
train/614.jpg,(0-3)*1=-3
train/615.jpg,8-3-6=-1
train/616.jpg,(9+9)-8=10
train/617.jpg,(6*5)*0=0
train/618.jpg,7-1+5=11
train/619.jpg,(9-4)+0=5
train/620.jpg,(6+0)-3=3
train/621.jpg,(5+5)-2=8
train/622.jpg,(3*4)*4=48
train/623.jpg,5-4*1=1
train/624.jpg,8+(4+0)=12
train/625.jpg,5-(0-0)=5
train/626.jpg,3+2*0=3
train/627.jpg,2*8*2=32
train/628.jpg,(5-7)*7=-14
train/629.jpg,(1-6)-9=-14
train/630.jpg,7-(5-2)=4
train/631.jpg,0*1-9=-9
train/632.jpg,1*(2*9)=18
train/633.jpg,1+3*4=13
train/634.jpg,(1-6)-2=-7
train/635.jpg,1+4+0=5
train/636.jpg,1+1+7=9
train/637.jpg,(7*3)+7=28
train/638.jpg,8*(4+9)=104
train/639.jpg,2+(5*2)=12
train/640.jpg,4-4-6=-6
train/641.jpg,2-(8+4)=-10
train/642.jpg,1+0-8=-7
train/643.jpg,0-(2*5)=-10
train/644.jpg,(8+9)+2=19
train/645.jpg,3*(9+5)=42
train/646.jpg,3+(8*3)=27
train/647.jpg,3+(0+2)=5
train/648.jpg,(5-1)+5=9
train/649.jpg,4-(5*6)=-26
train/650.jpg,5-2+3=6
train/651.jpg,(4+0)+4=8
train/652.jpg,0*(4*6)=0
train/653.jpg,7-3-3=1
train/654.jpg,1*(1-7)=-6
train/655.jpg,8-(5+5)=-2
train/656.jpg,1+(9-2)=8
train/657.jpg,5*(3-8)=-25
train/658.jpg,5*(4+6)=50
train/659.jpg,(8*2)-5=11
train/660.jpg,9*(2-2)=0
train/661.jpg,0*2+7=7
train/662.jpg,(1*3)-0=3
train/663.jpg,3+(7+2)=12
train/664.jpg,0*(4-6)=0
train/665.jpg,8*(1+1)=16
train/666.jpg,(4-6)*6=-12
train/667.jpg,5*8-7=33
train/668.jpg,(8*6)*5=240
train/669.jpg,3+(1+4)=8
train/670.jpg,8+1-3=6
train/671.jpg,0-1*2=-2
train/672.jpg,8*6*4=192
train/673.jpg,3+7+0=10
train/674.jpg,1*6+7=13
train/675.jpg,1-4+9=6
train/676.jpg,(1-3)*1=-2
train/677.jpg,4-6+7=5
train/678.jpg,(3+0)*8=24
train/679.jpg,(1-6)+5=0
train/680.jpg,(4*0)*0=0
train/681.jpg,(0-1)-7=-8
train/682.jpg,(0-2)-1=-3
train/683.jpg,8+7*9=71
train/684.jpg,8*8*6=384
train/685.jpg,3*(5-9)=-12
train/686.jpg,3-0+8=11
train/687.jpg,7+(3-1)=9
train/688.jpg,0-6*1=-6
train/689.jpg,0+(9-0)=9
train/690.jpg,(1*3)-0=3
train/691.jpg,7-(5-1)=3
train/692.jpg,7+8+2=17
train/693.jpg,6+(2*6)=18
train/694.jpg,5-0+4=9
train/695.jpg,4-9-8=-13
train/696.jpg,6*0-0=0
train/697.jpg,1-6+8=3
train/698.jpg,5+8-8=5
train/699.jpg,9-4*9=-27
train/700.jpg,7-(8*9)=-65
train/701.jpg,(6+5)*9=99
train/702.jpg,8*6-5=43
train/703.jpg,(6*5)+3=33
train/704.jpg,(5-7)*3=-6
train/705.jpg,(0-0)-8=-8
train/706.jpg,4*5*3=60
train/707.jpg,(1-5)*6=-24
train/708.jpg,(9-3)-1=5
train/709.jpg,4*(8+6)=56
train/710.jpg,9-(9+0)=0
train/711.jpg,5-8-0=-3
train/712.jpg,(8*3)*0=0
train/713.jpg,(2-6)+0=-4
train/714.jpg,(2*5)+4=14
train/715.jpg,9-2+3=10
train/716.jpg,(4-2)*9=18
train/717.jpg,(5-9)+8=4
train/718.jpg,(1+6)-2=5
train/719.jpg,(4+9)*3=39
train/720.jpg,7-(8*4)=-25
train/721.jpg,3*4-8=4
train/722.jpg,(5-0)+7=12
train/723.jpg,4*4+4=20
train/724.jpg,6*3+8=26
train/725.jpg,1+(7-6)=2
train/726.jpg,2*4+2=10
train/727.jpg,(2-7)-0=-5
train/728.jpg,(8*5)+5=45
train/729.jpg,2-(9-4)=-3
train/730.jpg,9+(4*7)=37
train/731.jpg,(6-5)+2=3
train/732.jpg,(8*9)-6=66
train/733.jpg,8+1*5=13
train/734.jpg,(1-7)*5=-30
train/735.jpg,(9+7)-0=16
train/736.jpg,(5+3)*8=64
train/737.jpg,0*(8*9)=0
train/738.jpg,7+(1*6)=13
train/739.jpg,4*(9-4)=20
train/740.jpg,9-3-6=0
train/741.jpg,(6+3)+1=10
train/742.jpg,1-6*6=-35
train/743.jpg,5-(2+8)=-5
train/744.jpg,0*2-8=-8
train/745.jpg,5+7-7=5
train/746.jpg,7-7+6=6
train/747.jpg,7*1*0=0
train/748.jpg,8*(0*8)=0
train/749.jpg,0-(5+0)=-5
train/750.jpg,4-8+1=-3
train/751.jpg,0-(5-6)=1
train/752.jpg,4*1-9=-5
train/753.jpg,(9-0)+7=16
train/754.jpg,(0*3)-4=-4
train/755.jpg,(3+0)*9=27
train/756.jpg,(1-1)-7=-7
train/757.jpg,8-(9*3)=-19
train/758.jpg,3+(1-3)=1
train/759.jpg,2+(2+4)=8
train/760.jpg,0+(2*4)=8
train/761.jpg,(3-5)+9=7
train/762.jpg,7-6*7=-35
train/763.jpg,(9-1)*1=8
train/764.jpg,1*(5*7)=35
train/765.jpg,4+(8*1)=12
train/766.jpg,6-8-9=-11
train/767.jpg,(4-1)-9=-6
train/768.jpg,(4-8)-6=-10
train/769.jpg,5-4+5=6
train/770.jpg,5+(0*0)=5
train/771.jpg,3+(5-7)=1
train/772.jpg,5+6*7=47
train/773.jpg,3+0-3=0
